member,expression,augmentation,source_file,width,height,gray_mean,gray_std,gray_min,gray_max,color_hist_0,color_hist_1,color_hist_2,color_hist_3,color_hist_4,color_hist_5,color_hist_6,color_hist_7,color_hist_8,color_hist_9,color_hist_10,color_hist_11,color_hist_12,color_hist_13,color_hist_14,color_hist_15,color_hist_16,color_hist_17,color_hist_18,color_hist_19,color_hist_20,color_hist_21,color_hist_22,color_hist_23,color_hist_24,color_hist_25,color_hist_26,color_hist_27,color_hist_28,color_hist_29,color_hist_30,color_hist_31,color_hist_32,color_hist_33,color_hist_34,color_hist_35,color_hist_36,color_hist_37,color_hist_38,color_hist_39,color_hist_40,color_hist_41,color_hist_42,color_hist_43,color_hist_44,color_hist_45,color_hist_46,color_hist_47,hog_hist_0,hog_hist_1,hog_hist_2,hog_hist_3,hog_hist_4,hog_hist_5,hog_hist_6,hog_hist_7,hog_hist_8,hog_hist_9,hog_hist_10,hog_hist_11,hog_hist_12,hog_hist_13,hog_hist_14,hog_hist_15,hog_hist_16,hog_hist_17,hog_hist_18,hog_hist_19,hog_hist_20,hog_hist_21,hog_hist_22,hog_hist_23,hog_hist_24,hog_hist_25,hog_hist_26,hog_hist_27,hog_hist_28,hog_hist_29,hog_hist_30,hog_hist_31
amaliza,neutral,original,images/amaliza/neutral.jpg,300,300,188.77886666666663,70.52588815498099,11.0,247.0,6.971677559912854e-05,0.0062884531590413,0.0062466230936819,0.000239128540305,2.5098039215686273e-05,0.0,1.3943355119825709e-05,0.0002244880174291,0.0,0.0,0.0,0.0,0.0001164270152505,0.0366040958605664,0.0129129411764705,4.183006535947712e-06,6.971677559912854e-06,0.0067067538126361,0.0010541176470588,2.0915032679738563e-05,0.0,0.0,6.971677559912854e-07,6.971677559912854e-05,0.0052106318082788,3.764705882352941e-05,4.880174291938997e-06,0.0133500653594771,0.0002684095860566,0.0,0.0003457952069716,0.0356684967320261,0.0003848366013071,0.0064146405228758,0.0009871895424836,2.091503267973856e-06,0.0003018736383442,0.0050147276688453,2.091503267973856e-06,0.0,0.0001728976034858,0.0129282788671023,0.0005033551198257,1.8823529411764704e-05,1.3943355119825708e-06,0.0354244880174291,0.0005884095860566,0.0,25.66705116626298,1.799307960726644,0.4951941567128027,0.3721645525605536,0.2060745869550173,0.1937716265397924,0.2060745869550173,0.1814686661245675,0.1322568244636679,0.258362168719723,0.218377547370242,0.2245290275778549,0.332179931211073,0.341407151522491,0.2245290275778545,0.2429834682006922,0.2214532874740486,0.1845444062283739,0.1630142255017297,0.0615148020761246,0.0492118416608997,0.0461361015570933,0.1138023838408305,0.0061514802076124,0.0123029604152249,0.0030757401038062,0.0030757401038062,0.0030757401038062,0.0061514802076124,0.0030757401038062,0.0,0.027681660934256
amaliza,neutral,rotated,images/amaliza/neutral.jpg,368,368,210.99623405009453,65.43824617978429,11.0,255.0,4.494236257830164e-05,0.0041768597798287,0.0041536936135512,0.0001570666073612,1.806960969643056e-05,0.0,9.266466510990027e-06,0.0001491901108269,0.0,0.0,0.0,0.0,7.922828866896474e-05,0.0243267912079765,0.0085812113125023,0.0210487786797138,4.6332332554950145e-06,0.0044599503317395,0.0006954483116498,1.4363023092034544e-05,0.0,0.0,4.633233255495015e-07,4.540568590385115e-05,0.0034642685051336,2.4556136254123574e-05,3.2432632788465102e-06,0.0088721783609474,0.0001793061269876,0.0,0.0002298083694725,0.0447514733681752,0.0002552911523777,0.0042584046851254,0.0006593090922569,1.3899699766485045e-06,0.0002001556766373,0.0033331480040031,1.3899699766485045e-06,0.0,0.0001125875681085,0.0085937210422921,0.0003354460876978,1.297305311538604e-05,9.266466510990028e-07,0.023540531524519,0.000393824826717,0.0210459987397605,26.464646497727273,0.9935720857231404,0.3122130398760331,0.235078053553719,0.235078053553719,0.1561065199380165,0.2001836549793388,0.1487603307644628,0.1450872361776861,0.3103764925826444,0.1763085401652891,0.3507805330371905,0.4885215800413228,0.3067033979958675,0.2846648304752064,0.3875114789049591,0.4921946746280997,0.0771349863223141,0.0514233242148759,0.0165289256404958,0.0110192837603305,0.0440771350413222,0.0918273646694215,0.0,0.0,0.0,0.0,0.0,0.0018365472933884,0.0,0.0,0.0183654729338843
amaliza,neutral,flipped,images/amaliza/neutral.jpg,300,300,188.77886666666663,70.52588815498099,11.0,247.0,6.971677559912854e-05,0.0062884531590413,0.0062466230936819,0.000239128540305,2.5098039215686273e-05,0.0,1.3943355119825709e-05,0.0002244880174291,0.0,0.0,0.0,0.0,0.0001164270152505,0.0366040958605664,0.0129129411764705,4.183006535947712e-06,6.971677559912854e-06,0.0067067538126361,0.0010541176470588,2.0915032679738563e-05,0.0,0.0,6.971677559912854e-07,6.971677559912854e-05,0.0052106318082788,3.764705882352941e-05,4.880174291938997e-06,0.0133500653594771,0.0002684095860566,0.0,0.0003457952069716,0.0356684967320261,0.0003848366013071,0.0064146405228758,0.0009871895424836,2.091503267973856e-06,0.0003018736383442,0.0050147276688453,2.091503267973856e-06,0.0,0.0001728976034858,0.0129282788671023,0.0005033551198257,1.8823529411764704e-05,1.3943355119825708e-06,0.0354244880174291,0.0005884095860566,0.0,25.553248782422152,1.842368322179931,0.5567089587889275,0.2952710499653979,0.2029988468512111,0.2029988468512111,0.175317185916955,0.1691657057093425,0.1845444062283739,0.2368319879930794,0.3291041911072662,0.2860438296539795,0.3475586317301041,0.3844675129757782,0.2276047676816607,0.2860438296539795,0.1537870051903115,0.1906958864359863,0.1168781239446363,0.0153787005190311,0.039984621349481,0.0246059208304497,0.1168781239446368,0.0061514802076124,0.0030757401038062,0.0061514802076124,0.0061514802076124,0.0030757401038062,0.0030757401038062,0.0030757401038062,0.0030757401038062,0.027681660934256
amaliza,neutral,grayscale,images/amaliza/neutral.jpg,300,300,188.77886666666663,70.52588815498099,11.0,247.0,4.880174291938997e-06,0.0069235729847494,0.0006218736383442,1.1851851851851852e-05,0.0002265795206971,6.971677559912854e-06,0.0053082352941176,3.485838779956427e-06,0.0,0.0,0.0,0.0005152069716775,0.0131081481481481,6.971677559912854e-07,0.0359041394335511,0.0001094553376906,4.880174291938997e-06,0.0069235729847494,0.0006218736383442,1.1851851851851852e-05,0.0002265795206971,6.971677559912854e-06,0.0053082352941176,3.485838779956427e-06,0.0,0.0,0.0,0.0005152069716775,0.0131081481481481,6.971677559912854e-07,0.0359041394335511,0.0001094553376906,4.880174291938997e-06,0.0069235729847494,0.0006218736383442,1.1851851851851852e-05,0.0002265795206971,6.971677559912854e-06,0.0053082352941176,3.485838779956427e-06,0.0,0.0,0.0,0.0005152069716775,0.0131081481481481,6.971677559912854e-07,0.0359041394335511,0.0001094553376906,26.5651672765744,1.5532487524221454,0.4521337952595156,0.2675893890311419,0.135332564567474,0.1445597848788927,0.1906958864359861,0.1138023838408304,0.1291810843598617,0.2306805077854669,0.1999231067474046,0.119953864048443,0.3198769707958481,0.3444828916262973,0.2245290275778545,0.199923106747405,0.1353325645674742,0.159938485397924,0.1691657057093421,0.0430603614532872,0.0369088812456747,0.0123029604152248,0.1876201463321801,0.0,0.0030757401038062,0.0030757401038062,0.0,0.0,0.0061514802076124,0.0,0.0,0.0522875817647059
amaliza,smiling,original,images/amaliza/smiling.jpg,300,300,188.59684444444449,70.67956453866847,11.0,247.0,6.971677559912854e-05,0.0062884531590413,0.0062466230936819,0.000239128540305,2.5098039215686273e-05,0.0,6.274509803921569e-05,0.0002614379084967,2.7886710239651416e-06,0.0,0.0,0.0,0.0001164270152505,0.0367037908496732,0.0127114596949891,1.7429193899782134e-05,6.971677559912854e-06,0.0067088453159041,0.0010792156862745,8.226579520697168e-05,0.0,0.0,6.971677559912854e-07,6.971677559912854e-05,0.0052106318082788,3.764705882352941e-05,1.3246187363834422e-05,0.0132322440087145,0.0002893246187363,0.0,0.0003457952069716,0.0356684967320261,0.0003848366013071,0.0064515904139433,0.0010255337690631,1.533769063180828e-05,0.0003018736383442,0.0050147276688453,2.091503267973856e-06,0.0,0.0001931154684095,0.0127832679738562,0.0005396078431372,1.8823529411764704e-05,1.3943355119825708e-06,0.0354244880174291,0.0005884095860566,0.0,25.4302191782699,1.959246446124568,0.4490580551557093,0.3752402926643599,0.2276047676816609,0.1814686661245675,0.215301807266436,0.1937716265397924,0.1384083046712804,0.2614379088235292,0.2245290275778545,0.2675893890311421,0.3383314114186854,0.3936947332871969,0.246059208304498,0.2614379088235297,0.2214532874740486,0.1445597848788928,0.1783929260207608,0.0676662822837371,0.027681660934256,0.0615148020761244,0.0707420223875433,0.0061514802076124,0.0123029604152249,0.0030757401038062,0.0030757401038062,0.0030757401038062,0.0061514802076124,0.0030757401038062,0.0,0.027681660934256
amaliza,smiling,rotated,images/amaliza/smiling.jpg,368,368,210.8751255316635,65.58967651638164,11.0,255.0,4.494236257830164e-05,0.0041768597798287,0.0041536936135512,0.0001570666073612,1.806960969643056e-05,0.0,4.123577597390563e-05,0.0001742095704066,1.8532933021980056e-06,0.0,0.0,0.0,7.922828866896474e-05,0.0243944364135068,0.0084454575781163,0.0210580451462248,4.6332332554950145e-06,0.0044613403017161,0.0007144445679973,5.281885911264317e-05,0.0,0.0,4.633233255495015e-07,4.540568590385115e-05,0.0034642685051336,2.4556136254123574e-05,9.266466510990027e-06,0.0087934133956039,0.0001932058267541,0.0,0.0002298083694725,0.0447514733681752,0.0002552911523777,0.004282497498054,0.0006847918751621,1.0656436487638532e-05,0.0002001556766373,0.0033331480040031,1.3899699766485045e-06,0.0,0.0001283405611772,0.0084945698506245,0.0003600022239519,1.297305311538604e-05,9.266466510990028e-07,0.023540531524519,0.000393824826717,0.0210459987397605,26.290174504855376,1.085399450392562,0.3360881546900827,0.2552800737809917,0.260789715661157,0.1726354455785124,0.1873278239256198,0.1414141415909091,0.1432506888842976,0.3030303034090906,0.1928374658057849,0.3526170803305788,0.4719926544008269,0.3195592290495865,0.3250688709297518,0.3728191005578516,0.4977043165082649,0.0752984390289256,0.047750229628099,0.0091827364669421,0.0110192837603305,0.0404040404545453,0.0881542700826447,0.0,0.0,0.0,0.0,0.0,0.0018365472933884,0.0,0.0,0.0183654729338843
amaliza,smiling,flipped,images/amaliza/smiling.jpg,300,300,188.59684444444449,70.67956453866847,11.0,247.0,6.971677559912854e-05,0.0062884531590413,0.0062466230936819,0.000239128540305,2.5098039215686273e-05,0.0,6.274509803921569e-05,0.0002614379084967,2.7886710239651416e-06,0.0,0.0,0.0,0.0001164270152505,0.0367037908496732,0.0127114596949891,1.7429193899782134e-05,6.971677559912854e-06,0.0067088453159041,0.0010792156862745,8.226579520697168e-05,0.0,0.0,6.971677559912854e-07,6.971677559912854e-05,0.0052106318082788,3.764705882352941e-05,1.3246187363834422e-05,0.0132322440087145,0.0002893246187363,0.0,0.0003457952069716,0.0356684967320261,0.0003848366013071,0.0064515904139433,0.0010255337690631,1.533769063180828e-05,0.0003018736383442,0.0050147276688453,2.091503267973856e-06,0.0,0.0001931154684095,0.0127832679738562,0.0005396078431372,1.8823529411764704e-05,1.3943355119825708e-06,0.0354244880174291,0.0005884095860566,0.0,25.304113834013844,1.9838523669550177,0.5444059983737025,0.3044982702768166,0.1999231067474048,0.215301807266436,0.1906958864359861,0.1814686661245675,0.1876201463321801,0.246059208304498,0.341407151522491,0.279892349446367,0.3844675129757789,0.4183006541176468,0.2306805077854669,0.2983467900692044,0.1876201463321801,0.159938485397924,0.1107266437370239,0.0215301807266436,0.039984621349481,0.0307574010380622,0.0830449828027682,0.0061514802076124,0.0030757401038062,0.0,0.0061514802076124,0.0030757401038062,0.0030757401038062,0.0030757401038062,0.0030757401038062,0.027681660934256
amaliza,smiling,grayscale,images/amaliza/smiling.jpg,300,300,188.59684444444449,70.67956453866847,11.0,247.0,4.880174291938997e-06,0.0069235729847494,0.0006218736383442,0.0001031808278867,0.0002237908496732,6.971677559912854e-06,0.0053082352941176,3.485838779956427e-06,0.0,0.0,0.0,0.0006190849673202,0.0129157298474945,6.971677559912854e-07,0.0359041394335511,0.0001094553376906,4.880174291938997e-06,0.0069235729847494,0.0006218736383442,0.0001031808278867,0.0002237908496732,6.971677559912854e-06,0.0053082352941176,3.485838779956427e-06,0.0,0.0,0.0,0.0006190849673202,0.0129157298474945,6.971677559912854e-07,0.0359041394335511,0.0001094553376906,4.880174291938997e-06,0.0069235729847494,0.0006218736383442,0.0001031808278867,0.0002237908496732,6.971677559912854e-06,0.0053082352941176,3.485838779956427e-06,0.0,0.0,0.0,0.0006190849673202,0.0129157298474945,6.971677559912854e-07,0.0359041394335511,0.0001094553376906,26.27912344692042,1.7131872378200692,0.4398308348442907,0.2675893890311419,0.1507112650865052,0.1507112650865052,0.1999231067474048,0.1230296041522491,0.119953864048443,0.2276047676816607,0.2122260671626295,0.1630142255017302,0.3752402926643602,0.3567858520415222,0.246059208304498,0.2306805077854673,0.1261053442560555,0.1445597848788928,0.1691657057093421,0.0430603614532872,0.0246059208304498,0.0246059208304497,0.1568627452941178,0.0,0.0030757401038062,0.0030757401038062,0.0,0.0,0.0061514802076124,0.0,0.0,0.0430603614532872
amaliza,surprised,original,images/amaliza/surprised.jpg,300,300,187.55327777777777,71.72681743431932,11.0,247.0,7.111111111111112e-05,0.0064320697167755,0.0063651416122004,0.0002461002178649,2.5098039215686273e-05,0.0,5.159041394335512e-05,0.0004329411764705,2.7886710239651416e-06,0.0,0.0,0.0,0.0001401307189542,0.0366996078431372,0.0122624836601307,1.6034858387799564e-05,8.366013071895424e-06,0.0069458823529411,0.0012890631808278,6.483660130718953e-05,0.0,0.0,6.971677559912854e-07,6.971677559912854e-05,0.0052106318082788,3.764705882352941e-05,1.952069716775599e-05,0.0127818736383442,0.0003025708061002,0.0,0.0003457952069716,0.0356684967320261,0.0004301525054466,0.0066454030501089,0.0012172549019607,1.533769063180828e-05,0.0003018736383442,0.0050147276688453,2.091503267973856e-06,0.0,0.0001875381263616,0.012312679738562,0.000557037037037,4.113289760348584e-05,6.971677559912854e-06,0.0354244880174291,0.0005884095860566,0.0,25.43637065847751,1.8577470226989623,0.498269896816609,0.3598615921453287,0.2214532874740485,0.1968473666435986,0.1999231067474048,0.1599384853979239,0.119953864048443,0.286043829653979,0.3044982702768163,0.3598615921453291,0.3383314114186854,0.3875432530795845,0.218377547370242,0.2368319879930798,0.1937716265397925,0.1876201463321801,0.1691657057093421,0.0553633218685121,0.0246059208304498,0.043060361453287,0.0738177624913495,0.0092272203114186,0.0153787005190311,0.0030757401038062,0.0061514802076124,0.0,0.0030757401038062,0.0030757401038062,0.0,0.0307574010380623
amaliza,surprised,rotated,images/amaliza/surprised.jpg,368,368,210.1703316989603,66.59262305501419,11.0,255.0,4.586900922940065e-05,0.0042741576781941,0.0042357018421735,0.0001612365172912,1.806960969643056e-05,0.0,3.4285926090663114e-05,0.0002872604618406,1.8532933021980056e-06,0.0,0.0,0.0,9.59079283887468e-05,0.0243833166536936,0.0081498572964157,0.0210575818228992,5.559879906594017e-06,0.0046248934356351,0.0008501983023833,4.308906927610363e-05,0.0,0.0,4.633233255495015e-07,4.540568590385115e-05,0.0034642685051336,2.4556136254123574e-05,1.250972978983654e-05,0.0084890099707179,0.0002038622632417,0.0,0.0002298083694725,0.0447514733681752,0.0002895770784684,0.0044113013825568,0.0008112791430371,1.1583083138737537e-05,0.0002001556766373,0.0033331480040031,1.3899699766485045e-06,0.0,0.0001260239445494,0.0081776566959487,0.0003706586604396,2.779939953297009e-05,4.169909929945513e-06,0.023540531524519,0.000393824826717,0.0210459987397605,26.301193788615706,1.0174472005371902,0.3379247019834711,0.2424242427272727,0.2534435264876033,0.1854912766322314,0.2038567495661157,0.1652892564049586,0.1469237834710745,0.2809917358884295,0.2424242427272725,0.3764921951446285,0.4775022962809922,0.3011937561157022,0.2975206615289253,0.3728191005578516,0.5123966948553724,0.0844811754958678,0.0459136823347106,0.0055096418801652,0.0036730945867768,0.0404040404545453,0.0844811754958678,0.0,0.0,0.0,0.0,0.0,0.0018365472933884,0.0,0.0,0.0183654729338843
